Country/Region,Mes,Año,Confirmed,Deaths,Recovered
Mexico,diciembre,2020,19531,2361,16279
Mexico,diciembre,2020,24954,2272,21140
Mexico,diciembre,2020,18929,1415,16092
Mexico,diciembre,2020,5311,782,4077
Mexico,diciembre,2020,24687,3138,19656
Mexico,diciembre,2020,12001,1094,9527
Mexico,diciembre,2020,3673,344,2520
Mexico,agosto,2020,4666,314,3987
Mexico,agosto,2020,14993,2844,11370
Mexico,agosto,2020,5954,241,4607
Mexico,agosto,2020,5083,655,4241
Mexico,agosto,2020,6016,966,4888
Mexico,agosto,2020,6342,1002,4878
Mexico,agosto,2020,83683,9668,68031
Mexico,agosto,2020,16858,1038,13284
Mexico,agosto,2020,2524,305,1654
Mexico,agosto,2020,5048,362,4009
Mexico,agosto,2020,25523,1335,21479
Mexico,agosto,2020,12883,1492,10283
Mexico,agosto,2020,8307,1285,6027
Mexico,agosto,2020,15934,1939,12144
Mexico,agosto,2020,59805,7162,48208
Mexico,agosto,2020,11827,927,9583
Mexico,agosto,2020,4541,885,3340
Mexico,agosto,2020,4139,472,3147
Mexico,agosto,2020,23058,1668,18735
Mexico,agosto,2020,12059,1097,10162
Mexico,agosto,2020,23599,2985,18871
Mexico,agosto,2020,4660,581,3539
Mexico,agosto,2020,9054,1176,7004
Mexico,agosto,2020,13479,802,10720
Mexico,agosto,2020,14217,2512,11009
Mexico,agosto,2020,19625,2381,16414
Mexico,agosto,2020,25186,2287,21350
Mexico,agosto,2020,20281,1453,17224
Mexico,agosto,2020,5470,797,4249
Mexico,agosto,2020,24924,3201,19827
Mexico,agosto,2020,12157,1107,9701
Mexico,agosto,2020,3856,354,2618
Mexico,agosto,2020,4723,319,4043
Mexico,agosto,2020,15117,2862,11444
Mexico,agosto,2020,6048,242,4653
Mexico,agosto,2020,5120,663,4240
Mexico,agosto,2020,6032,972,4903
Mexico,agosto,2020,6407,1010,4865
Mexico,agosto,2020,84569,9726,68437
Mexico,agosto,2020,17178,1066,13420
Mexico,agosto,2020,2577,308,1681
Mexico,agosto,2020,5151,366,4040
Mexico,agosto,2020,25978,1349,21833
Mexico,agosto,2020,13025,1503,10397
Mexico,agosto,2020,8417,1315,6107
Mexico,agosto,2020,16030,1955,12234
Mexico,agosto,2020,60361,7225,48712
Mexico,agosto,2020,11955,952,9634
Mexico,agosto,2020,4596,900,3353
Mexico,agosto,2020,4196,476,3174
Mexico,agosto,2020,23411,1726,18931
Mexico,agosto,2020,12214,1109,10236
Mexico,agosto,2020,23879,3018,19087
Mexico,agosto,2020,4703,584,3601
Mexico,agosto,2020,9149,1200,7069
Mexico,agosto,2020,13740,823,10983
Mexico,agosto,2020,14340,2526,11118
Mexico,agosto,2020,19744,2390,16431
Mexico,agosto,2020,25402,2322,21575
Mexico,agosto,2020,20487,1475,17555
Mexico,agosto,2020,5526,808,4238
Mexico,agosto,2020,25033,3232,19933
Mexico,agosto,2020,12306,1125,9866
Mexico,agosto,2020,3955,361,2686
Mexico,agosto,2020,4771,324,4087
Mexico,agosto,2020,15296,2875,11608
Mexico,agosto,2020,6208,263,4808
Mexico,agosto,2020,5175,679,4313
Mexico,agosto,2020,6063,977,4934
Mexico,agosto,2020,6526,1021,4960
Mexico,agosto,2020,85667,9773,69591
Mexico,agosto,2020,17447,1090,13824
Mexico,agosto,2020,2658,314,1777
Mexico,agosto,2020,5267,368,4145
Mexico,agosto,2020,26313,1358,22289
Mexico,agosto,2020,13141,1511,10563
Mexico,agosto,2020,8603,1341,6241
Mexico,agosto,2020,16223,2004,12472
Mexico,agosto,2020,61010,7286,49554
Mexico,agosto,2020,12167,962,9866
Mexico,agosto,2020,4630,903,3402
Mexico,agosto,2020,4275,484,3252
Mexico,agosto,2020,23727,1770,19338
Mexico,agosto,2020,12302,1118,10368
Mexico,agosto,2020,24118,3045,19409
Mexico,agosto,2020,4797,591,3685
Mexico,agosto,2020,9238,1206,7208
Mexico,agosto,2020,14107,850,11415
Mexico,agosto,2020,14466,2545,11256
Mexico,agosto,2020,19930,2402,16689
Mexico,agosto,2020,25601,2350,21937
Mexico,agosto,2020,20647,1557,17636
Mexico,agosto,2020,5566,812,4411
Mexico,agosto,2020,25325,3260,20264
Mexico,agosto,2020,12402,1135,10086
Mexico,agosto,2020,4048,369,2776
Mexico,agosto,2020,4812,324,4113
Mexico,agosto,2020,15352,2883,11713
Mexico,agosto,2020,6330,264,4979
Mexico,agosto,2020,5190,689,4350
Mexico,agosto,2020,6072,977,4959
Mexico,agosto,2020,6581,1021,4951
Mexico,agosto,2020,86159,9800,70354
Mexico,agosto,2020,17718,1094,14192
Mexico,agosto,2020,2728,317,1862
Mexico,agosto,2020,5317,368,4275
Mexico,agosto,2020,26625,1365,22616
Mexico,agosto,2020,13254,1516,10827
Mexico,agosto,2020,8729,1358,6415
Mexico,agosto,2020,16381,2016,12698
Mexico,agosto,2020,61431,7297,50162
Mexico,agosto,2020,12352,970,10175
Mexico,agosto,2020,4652,903,3446
Mexico,agosto,2020,4356,489,3341
Mexico,agosto,2020,23951,1770,19591
Mexico,agosto,2020,12358,1119,10461
Mexico,agosto,2020,24383,3057,19674
Mexico,agosto,2020,4862,599,3745
Mexico,agosto,2020,9298,1212,7329
Mexico,agosto,2020,14257,852,11735
Mexico,agosto,2020,14495,2550,11282
Mexico,agosto,2020,19972,2408,16777
Mexico,agosto,2020,25790,2363,22245
Mexico,agosto,2020,20735,1572,17703
Mexico,agosto,2020,5643,815,4479
Mexico,agosto,2020,25679,3275,20670
Mexico,agosto,2020,12571,1144,10265
Mexico,agosto,2020,4129,370,2914
Mexico,agosto,2020,4861,326,4171
Mexico,agosto,2020,15379,2896,11803
Mexico,agosto,2020,6422,266,5148
Mexico,agosto,2020,5195,694,4374
Mexico,agosto,2020,6084,978,4980
Mexico,agosto,2020,6596,1024,5016
Mexico,agosto,2020,86619,9845,71275
Mexico,agosto,2020,17884,1100,14510
Mexico,agosto,2020,2777,322,1933
Mexico,agosto,2020,5386,368,4406
Mexico,agosto,2020,26948,1375,23090
Mexico,agosto,2020,13440,1522,11056
Mexico,agosto,2020,8825,1369,6580
Mexico,agosto,2020,16593,2036,13022
Mexico,agosto,2020,61620,7319,50751
Mexico,agosto,2020,12507,976,10438
Mexico,agosto,2020,4682,906,3483
Mexico,agosto,2020,4392,489,3409
Mexico,agosto,2020,24120,1775,20005
Mexico,agosto,2020,12399,1126,10532
Mexico,agosto,2020,24487,3082,19922
Mexico,agosto,2020,4915,608,3830
Mexico,agosto,2020,9327,1215,7438
Mexico,agosto,2020,14496,857,12103
Mexico,agosto,2020,14521,2555,11379
Mexico,agosto,2020,20003,2411,16904
Mexico,agosto,2020,25961,2377,22498
Mexico,agosto,2020,20842,1575,17818
Mexico,agosto,2020,5653,822,4528
Mexico,agosto,2020,25928,3282,21007
Mexico,agosto,2020,12681,1151,10408
Mexico,agosto,2020,4190,376,3023
Mexico,agosto,2020,4914,337,4217
Mexico,agosto,2020,15472,2921,11895
Mexico,agosto,2020,6476,268,5175
Mexico,agosto,2020,5204,711,4359
Mexico,agosto,2020,6090,978,4995
Mexico,agosto,2020,6765,1036,5089
Mexico,agosto,2020,87329,9890,71664
Mexico,agosto,2020,18225,1116,14757
Mexico,agosto,2020,2828,330,1937
Mexico,agosto,2020,5427,368,4410
Mexico,agosto,2020,27387,1393,23353
Mexico,agosto,2020,13528,1540,11143
Mexico,agosto,2020,8951,1391,6615
Mexico,agosto,2020,16847,2053,13173
Mexico,agosto,2020,62245,7408,51030
Mexico,agosto,2020,12663,992,10511
Mexico,agosto,2020,4749,913,3519
Mexico,agosto,2020,4420,504,3430
Mexico,agosto,2020,24408,1865,20118
Mexico,agosto,2020,12557,1143,10626
Mexico,agosto,2020,24605,3165,19860
Mexico,agosto,2020,5051,613,3883
Mexico,agosto,2020,9397,1235,7480
Mexico,agosto,2020,14622,883,12245
Mexico,agosto,2020,14776,2582,11554
Mexico,agosto,2020,20280,2432,17023
Mexico,agosto,2020,26135,2404,22600
Mexico,agosto,2020,21059,1592,18000
Mexico,agosto,2020,5690,828,4582
Mexico,agosto,2020,26077,3328,21073
Mexico,agosto,2020,12823,1172,10429
Mexico,agosto,2020,4239,383,3064
Mexico,agosto,2020,4928,347,4206
Mexico,agosto,2020,15549,2937,11979
Mexico,agosto,2020,6624,277,5263
Mexico,agosto,2020,5232,715,4382
Mexico,agosto,2020,6098,980,5008
Mexico,agosto,2020,6955,1054,5310
Mexico,agosto,2020,88452,9974,72654
Mexico,agosto,2020,18580,1161,15094
Mexico,agosto,2020,2910,336,1989
Mexico,agosto,2020,5470,383,4427
Mexico,agosto,2020,27666,1427,23506
Mexico,agosto,2020,13659,1559,11256
Mexico,agosto,2020,9055,1411,6720
Mexico,agosto,2020,17056,2087,13259
Mexico,agosto,2020,62724,7481,51482
Mexico,agosto,2020,12821,1008,10626
Mexico,agosto,2020,4777,918,3512
Mexico,agosto,2020,4457,511,3462
Mexico,agosto,2020,24964,1901,20485
Mexico,agosto,2020,12614,1163,10658
Mexico,agosto,2020,24767,3213,19973
Mexico,agosto,2020,5158,620,3952
Mexico,agosto,2020,9506,1260,7518
Mexico,agosto,2020,14936,918,12594
Mexico,agosto,2020,14858,2594,11601
Mexico,agosto,2020,20288,2444,17029
Mexico,agosto,2020,26268,2411,22730
Mexico,agosto,2020,21343,1627,18205
Mexico,agosto,2020,5803,844,4650
Mexico,agosto,2020,26192,3355,21126
Mexico,agosto,2020,12984,1180,10566
Mexico,agosto,2020,4337,385,3153
Mexico,agosto,2020,4968,357,4258
Mexico,agosto,2020,15689,2968,11974
Mexico,agosto,2020,6728,290,5365
Mexico,agosto,2020,5265,716,4399
Mexico,agosto,2020,6114,980,5019
Mexico,agosto,2020,7021,1056,5360
Mexico,agosto,2020,89421,10038,73068
Mexico,agosto,2020,18846,1187,15363
Mexico,agosto,2020,3044,345,2096
Mexico,agosto,2020,5611,388,4508
Mexico,agosto,2020,28023,1482,23801
Mexico,agosto,2020,13752,1572,11284
Mexico,agosto,2020,9218,1428,6846
Mexico,agosto,2020,17587,2114,13661
Mexico,agosto,2020,63194,7535,51493
Mexico,agosto,2020,13084,1025,10762
Mexico,agosto,2020,4813,939,3541
Mexico,agosto,2020,4517,516,3509
Mexico,agosto,2020,25306,1950,20690
Mexico,agosto,2020,12738,1172,10778
Mexico,agosto,2020,25064,3236,20314
Mexico,agosto,2020,5278,627,4017
Mexico,agosto,2020,9589,1276,7623
Mexico,agosto,2020,15147,934,12695
Mexico,agosto,2020,15020,2610,11743
Mexico,agosto,2020,20385,2461,17146
Mexico,agosto,2020,26500,2425,22850
Mexico,agosto,2020,22022,1656,18705
Mexico,agosto,2020,5847,847,4694
Mexico,agosto,2020,26372,3393,21211
Mexico,agosto,2020,13211,1192,10753
Mexico,agosto,2020,4432,391,3256
Mexico,agosto,2020,5012,359,4289
Mexico,agosto,2020,15754,2995,12020
Mexico,agosto,2020,6819,301,5511
Mexico,agosto,2020,5289,722,4381
Mexico,agosto,2020,6125,984,5026
Mexico,agosto,2020,7198,1070,5441
Mexico,agosto,2020,90351,10072,74064
Mexico,agosto,2020,19240,1212,15658
Mexico,agosto,2020,3110,349,2151
Mexico,agosto,2020,5676,391,4536
Mexico,agosto,2020,28337,1513,24069
Mexico,agosto,2020,13880,1579,11378
Mexico,agosto,2020,9292,1441,6909
Mexico,agosto,2020,17710,2140,13808
Mexico,agosto,2020,63709,7579,52176
Mexico,agosto,2020,13263,1035,10934
Mexico,agosto,2020,4900,940,3623
Mexico,agosto,2020,4559,527,3550
Mexico,agosto,2020,25743,1970,21118
Mexico,agosto,2020,12878,1182,10909
Mexico,agosto,2020,25252,3262,20537
Mexico,agosto,2020,5407,646,4124
Mexico,agosto,2020,9654,1291,7691
Mexico,agosto,2020,15487,944,12898
Mexico,agosto,2020,15159,2627,11835
Mexico,agosto,2020,20537,2478,17064
Mexico,agosto,2020,26702,2443,23038
Mexico,agosto,2020,22499,1672,19375
Mexico,agosto,2020,5862,862,4681
Mexico,agosto,2020,26467,3421,21363
Mexico,agosto,2020,13349,1201,10855
Mexico,agosto,2020,4514,402,3332
Mexico,agosto,2020,5149,366,4343
Mexico,agosto,2020,15917,3013,12175
Mexico,agosto,2020,6857,313,5541
Mexico,agosto,2020,5328,725,4401
Mexico,agosto,2020,6144,988,5027
Mexico,agosto,2020,7214,1074,5498
Mexico,agosto,2020,91581,10132,74641
Mexico,agosto,2020,19710,1228,15948
Mexico,agosto,2020,3181,361,2196
Mexico,agosto,2020,5756,391,4583
Mexico,agosto,2020,28512,1572,24202
Mexico,agosto,2020,14054,1592,11572
Mexico,agosto,2020,9371,1457,6990
Mexico,agosto,2020,18115,2186,14142
Mexico,agosto,2020,64231,7641,52539
Mexico,agosto,2020,13513,1052,11044
Mexico,agosto,2020,4944,944,3665
Mexico,agosto,2020,4625,535,3642
Mexico,agosto,2020,26147,2000,21394
Mexico,agosto,2020,12954,1191,11030
Mexico,agosto,2020,25435,3303,20629
Mexico,agosto,2020,5542,653,4237
Mexico,agosto,2020,9722,1305,7751
Mexico,agosto,2020,15804,973,13168
Mexico,agosto,2020,15288,2652,11916
Mexico,agosto,2020,20693,2512,17172
Mexico,agosto,2020,26894,2454,23229
Mexico,agosto,2020,22599,1686,19496
Mexico,agosto,2020,5930,863,4734
Mexico,agosto,2020,26873,3463,21729
Mexico,agosto,2020,13520,1222,10974
Mexico,agosto,2020,4613,407,3496
Mexico,agosto,2020,5179,366,4387
Mexico,agosto,2020,15997,3017,12309
Mexico,agosto,2020,6931,313,5638
Mexico,agosto,2020,5351,727,4443
Mexico,agosto,2020,6169,988,5056
Mexico,agosto,2020,7269,1074,5506
Mexico,agosto,2020,92096,10159,75198
Mexico,agosto,2020,19874,1236,16223
Mexico,agosto,2020,3265,365,2333
Mexico,agosto,2020,5867,391,4738
Mexico,agosto,2020,28620,1582,24477
Mexico,agosto,2020,14116,1596,11683
Mexico,agosto,2020,9454,1470,7109
Mexico,agosto,2020,18355,2226,14388
Mexico,agosto,2020,64595,7654,52765
Mexico,agosto,2020,13692,1059,11217
Mexico,agosto,2020,4972,944,3747
Mexico,agosto,2020,4680,537,3729
Mexico,agosto,2020,26487,2000,21766
Mexico,agosto,2020,12994,1193,11167
Mexico,agosto,2020,25586,3321,20859
Mexico,agosto,2020,5591,655,4322
Mexico,agosto,2020,9806,1312,7865
Mexico,agosto,2020,16065,984,13464
Mexico,agosto,2020,15359,2666,11982
Mexico,agosto,2020,20705,2518,17223
Mexico,agosto,2020,27055,2463,23397
Mexico,agosto,2020,22806,1691,19844
Mexico,agosto,2020,5981,866,4783
Mexico,agosto,2020,26971,3466,21907
Mexico,agosto,2020,13596,1229,11043
Mexico,agosto,2020,4680,412,3555
Mexico,agosto,2020,5250,366,4488
Mexico,agosto,2020,16086,3035,12442
Mexico,agosto,2020,7023,313,5859
Mexico,agosto,2020,5389,731,4484
Mexico,agosto,2020,6188,992,5073
Mexico,agosto,2020,7268,1074,5609
Mexico,agosto,2020,92343,10200,76263
Mexico,agosto,2020,20074,1245,16709
Mexico,agosto,2020,3320,375,2428
Mexico,agosto,2020,5912,391,4845
Mexico,agosto,2020,28900,1592,24951
Mexico,agosto,2020,14198,1597,11844
Mexico,agosto,2020,9589,1491,7318
Mexico,agosto,2020,18547,2249,14712
Mexico,agosto,2020,64802,7673,53477
Mexico,agosto,2020,13895,1069,11531
Mexico,agosto,2020,4977,944,3785
Mexico,agosto,2020,4705,538,3784
Mexico,agosto,2020,26698,2004,22236
Mexico,agosto,2020,13083,1194,11373
Mexico,agosto,2020,25705,3337,21155
Mexico,agosto,2020,5650,668,4450
Mexico,agosto,2020,9816,1321,7922
Mexico,agosto,2020,16326,994,13892
Mexico,agosto,2020,15386,2671,12105
Mexico,agosto,2020,20734,2518,17312
Mexico,agosto,2020,27196,2482,23706
Mexico,agosto,2020,22906,1697,20321
Mexico,agosto,2020,5992,867,4855
Mexico,agosto,2020,27301,3518,22340
Mexico,agosto,2020,13706,1235,11222
Mexico,agosto,2020,4740,419,3718
Mexico,agosto,2020,5298,376,4511
Mexico,agosto,2020,16192,3059,12463
Mexico,agosto,2020,7084,321,5865
Mexico,agosto,2020,5416,738,4510
Mexico,agosto,2020,6202,994,5088
Mexico,agosto,2020,7358,1088,5721
Mexico,agosto,2020,92970,10253,76818
Mexico,agosto,2020,20257,1270,16710
Mexico,agosto,2020,3330,387,2409
Mexico,agosto,2020,5972,396,4873
Mexico,agosto,2020,29324,1616,25101
Mexico,agosto,2020,14273,1607,11880
Mexico,agosto,2020,9725,1502,7352
Mexico,agosto,2020,18849,2279,14877
Mexico,agosto,2020,65128,7749,53891
Mexico,agosto,2020,14024,1085,11619
Mexico,agosto,2020,4991,947,3794
Mexico,agosto,2020,4726,552,3772
Mexico,agosto,2020,27063,2062,22421
Mexico,agosto,2020,13090,1205,11374
Mexico,agosto,2020,25785,3366,21042
Mexico,agosto,2020,5723,675,4464
Mexico,agosto,2020,9862,1331,7944
Mexico,agosto,2020,16654,1031,14161
Mexico,agosto,2020,15558,2694,12215
Mexico,agosto,2020,20915,2543,17620
Mexico,agosto,2020,27365,2492,23793
Mexico,agosto,2020,23429,1721,20520
Mexico,agosto,2020,6003,872,4898
Mexico,agosto,2020,27385,3558,22404
Mexico,agosto,2020,13893,1248,11368
Mexico,agosto,2020,4777,433,3728
Mexico,agosto,2020,5319,384,4553
Mexico,agosto,2020,16235,3078,12446
Mexico,agosto,2020,7195,334,5927
Mexico,agosto,2020,5442,741,4522
Mexico,agosto,2020,6217,997,5094
Mexico,agosto,2020,7477,1108,5822
Mexico,agosto,2020,94200,10325,77836
Mexico,agosto,2020,20506,1295,16914
Mexico,agosto,2020,3413,401,2428
Mexico,agosto,2020,6029,403,4891
Mexico,agosto,2020,29602,1639,25028
Mexico,agosto,2020,14337,1614,11885
Mexico,agosto,2020,9822,1519,7389
Mexico,agosto,2020,19033,2311,14968
Mexico,agosto,2020,65787,7823,54304
Mexico,agosto,2020,14144,1095,11668
Mexico,agosto,2020,5035,948,3801
Mexico,agosto,2020,4754,558,3783
Mexico,agosto,2020,27314,2100,22481
Mexico,agosto,2020,13176,1214,11409
Mexico,agosto,2020,25951,3397,21209
Mexico,agosto,2020,5848,682,4531
Mexico,agosto,2020,9995,1351,7960
Mexico,agosto,2020,16847,1061,14402
Mexico,agosto,2020,15647,2709,12278
Mexico,agosto,2020,21027,2579,17541
Mexico,agosto,2020,27448,2506,23946
Mexico,agosto,2020,23655,1737,20589
Mexico,agosto,2020,6001,875,4916
Mexico,agosto,2020,27520,3577,22536
Mexico,agosto,2020,14059,1268,11405
Mexico,agosto,2020,4853,447,3735
Mexico,agosto,2020,5399,391,4587
Mexico,agosto,2020,16326,3084,12566
Mexico,agosto,2020,7276,337,6005
Mexico,agosto,2020,5484,743,4558
Mexico,agosto,2020,6231,998,5108
Mexico,agosto,2020,7586,1114,5815
Mexico,agosto,2020,95185,10370,78105
Mexico,agosto,2020,20788,1325,17250
Mexico,agosto,2020,3468,407,2470
Mexico,agosto,2020,6165,407,4948
Mexico,agosto,2020,29912,1653,25214
Mexico,agosto,2020,14432,1621,11955
Mexico,agosto,2020,9945,1544,7442
Mexico,agosto,2020,19231,2349,15044
Mexico,agosto,2020,66376,7876,54687
Mexico,agosto,2020,14347,1121,11703
Mexico,agosto,2020,5074,957,3832
Mexico,agosto,2020,4817,567,3817
Mexico,agosto,2020,27755,2133,22615
Mexico,agosto,2020,13271,1219,11493
Mexico,agosto,2020,26286,3413,21391
Mexico,agosto,2020,5985,695,4578
Mexico,agosto,2020,10068,1367,8003
Mexico,agosto,2020,17079,1081,14593
Mexico,agosto,2020,15747,2724,12339
Mexico,agosto,2020,21110,2595,17681
Mexico,agosto,2020,27635,2527,24022
Mexico,agosto,2020,23906,1752,20727
Mexico,agosto,2020,6121,888,4911
Mexico,agosto,2020,27669,3600,22658
Mexico,agosto,2020,14223,1279,11583
Mexico,agosto,2020,5017,457,3832
Mexico,agosto,2020,5471,398,4659
Mexico,agosto,2020,16486,3101,12703
Mexico,agosto,2020,7374,343,6081
Mexico,agosto,2020,5505,748,4568
Mexico,agosto,2020,6242,1000,5125
Mexico,agosto,2020,7610,1116,5851
Mexico,agosto,2020,96239,10419,78508
Mexico,agosto,2020,21049,1340,17409
Mexico,agosto,2020,3542,414,2559
Mexico,agosto,2020,6206,416,4984
Mexico,agosto,2020,30431,1688,25518
Mexico,agosto,2020,14566,1636,11989
Mexico,agosto,2020,10077,1562,7572
Mexico,agosto,2020,19567,2378,15368
Mexico,agosto,2020,66875,7946,55069
Mexico,agosto,2020,14500,1134,11829
Mexico,agosto,2020,5096,957,3852
Mexico,agosto,2020,4882,571,3894
Mexico,agosto,2020,28155,2170,22814
Mexico,agosto,2020,13401,1227,11605
Mexico,agosto,2020,26451,3445,21537
Mexico,agosto,2020,6125,702,4696
Mexico,agosto,2020,10156,1379,8081
Mexico,agosto,2020,17373,1112,14864
Mexico,agosto,2020,15848,2733,12400
Mexico,agosto,2020,21202,2621,17820
Mexico,agosto,2020,27825,2549,24142
Mexico,agosto,2020,24094,1768,21024
Mexico,agosto,2020,6159,890,4969
Mexico,agosto,2020,27804,3623,22757
Mexico,agosto,2020,14324,1294,11628
Mexico,agosto,2020,5103,466,3895
Mexico,agosto,2020,5510,401,4721
Mexico,agosto,2020,16681,3122,12806
Mexico,agosto,2020,7508,351,6201
Mexico,agosto,2020,5538,748,4605
Mexico,agosto,2020,6250,1000,5158
Mexico,agosto,2020,7671,1121,5760
Mexico,agosto,2020,97256,10475,79032
Mexico,agosto,2020,21273,1354,17711
Mexico,agosto,2020,3604,422,2632
Mexico,agosto,2020,6272,434,5035
Mexico,agosto,2020,30857,1916,25868
Mexico,agosto,2020,14654,1652,12125
Mexico,agosto,2020,10151,1577,7679
Mexico,agosto,2020,19907,2395,15598
Mexico,agosto,2020,67337,7984,55435
Mexico,agosto,2020,14770,1143,12132
Mexico,agosto,2020,5147,961,3881
Mexico,agosto,2020,4966,579,3961
Mexico,agosto,2020,28460,2226,23019
Mexico,agosto,2020,13574,1236,11708
Mexico,agosto,2020,26660,3461,21849
Mexico,agosto,2020,6211,712,4799
Mexico,agosto,2020,10222,1384,8154
Mexico,agosto,2020,17711,1134,15017
Mexico,agosto,2020,15988,2747,12460
Mexico,agosto,2020,21331,2637,17830
Mexico,agosto,2020,28005,2559,24337
Mexico,agosto,2020,24271,1779,21275
Mexico,agosto,2020,6196,896,4970
Mexico,agosto,2020,27985,3643,22837
Mexico,agosto,2020,14551,1300,11718
Mexico,agosto,2020,5195,470,3970
Mexico,agosto,2020,5568,405,4765
Mexico,agosto,2020,16840,3130,12966
Mexico,agosto,2020,7568,351,6335
Mexico,agosto,2020,5567,749,4629
Mexico,agosto,2020,6257,1001,5177
Mexico,agosto,2020,7698,1122,5853
Mexico,agosto,2020,97855,10508,79734
Mexico,agosto,2020,21516,1367,18085
Mexico,agosto,2020,3688,428,2725
Mexico,agosto,2020,6379,435,5170
Mexico,agosto,2020,31253,2023,26104
Mexico,agosto,2020,14710,1654,12255
Mexico,agosto,2020,10222,1590,7785
Mexico,agosto,2020,20131,2408,15903
Mexico,agosto,2020,67486,8002,55917
Mexico,agosto,2020,14957,1146,12398
Mexico,agosto,2020,5205,963,3950
Mexico,agosto,2020,4994,579,4017
Mexico,agosto,2020,28673,2227,23312
Mexico,agosto,2020,13650,1236,11806
Mexico,agosto,2020,26791,3494,22000
Mexico,agosto,2020,6264,719,4874
Mexico,agosto,2020,10294,1387,8261
Mexico,agosto,2020,17938,1159,15243
Mexico,agosto,2020,16016,2753,12539
Mexico,agosto,2020,21379,2643,17874
Mexico,agosto,2020,28200,2560,24484
Mexico,agosto,2020,24314,1789,21464
Mexico,agosto,2020,6327,898,5097
Mexico,agosto,2020,28168,3649,23029
Mexico,agosto,2020,14678,1304,11911
Mexico,agosto,2020,5255,479,4062
Mexico,agosto,2020,5631,405,4847
Mexico,agosto,2020,16875,3145,13082
Mexico,agosto,2020,7624,351,6432
Mexico,agosto,2020,5586,755,4675
Mexico,agosto,2020,6267,1001,5198
Mexico,agosto,2020,7710,1124,5959
Mexico,agosto,2020,98450,10532,80750
Mexico,agosto,2020,21607,1379,18394
Mexico,agosto,2020,3711,429,2787
Mexico,agosto,2020,6394,440,5262
Mexico,agosto,2020,31662,2041,26766
Mexico,agosto,2020,14793,1658,12373
Mexico,agosto,2020,10275,1607,7897
Mexico,agosto,2020,20324,2428,16219
Mexico,agosto,2020,67828,8017,56375
Mexico,agosto,2020,15116,1157,12615
Mexico,agosto,2020,5211,967,3973
Mexico,agosto,2020,5003,579,4046
Mexico,agosto,2020,29083,2233,23847
Mexico,agosto,2020,13699,1246,11905
Mexico,agosto,2020,26899,3518,22222
Mexico,agosto,2020,6320,721,4963
Mexico,agosto,2020,10313,1389,8300
Mexico,agosto,2020,18113,1167,15612
Mexico,agosto,2020,16104,2758,12732
Mexico,agosto,2020,21433,2646,18034
Mexico,agosto,2020,28354,2565,24685
Mexico,agosto,2020,24452,1793,21623
Mexico,agosto,2020,6374,900,5183
Mexico,agosto,2020,28264,3666,23225
Mexico,agosto,2020,14773,1314,12083
Mexico,agosto,2020,5312,483,4158
Mexico,enero,2020,5731,411,4889
Mexico,enero,2020,16987,3164,13157
Mexico,enero,2020,7777,357,6555
Mexico,enero,2020,5592,759,4684
Mexico,enero,2020,6270,1002,5202
Mexico,enero,2020,7859,1147,6045
Mexico,enero,2020,99564,10591,82245
Mexico,enero,2020,21919,1412,18647
Mexico,enero,2020,3713,437,2795
Mexico,enero,2020,6586,449,5388
Mexico,enero,2020,31998,2150,27062
Mexico,enero,2020,14893,1670,12455
Mexico,enero,2020,10454,1629,8055
Mexico,enero,2020,20595,2473,16281
Mexico,enero,2020,68516,8082,57137
Mexico,enero,2020,15253,1187,12786
Mexico,enero,2020,5234,983,3984
Mexico,enero,2020,5037,605,4053
Mexico,enero,2020,29524,2285,24150
Mexico,enero,2020,13807,1252,11940
Mexico,enero,2020,27070,3575,22217
Mexico,enero,2020,6480,739,5057
Mexico,enero,2020,10364,1400,8333
Mexico,enero,2020,18284,1190,15860
Mexico,enero,2020,16244,2801,12821
Mexico,enero,2020,21659,2657,18196
Mexico,enero,2020,28471,2589,24704
Mexico,enero,2020,24793,1823,21839
Mexico,enero,2020,6479,908,5248
Mexico,enero,2020,28581,3702,23486
Mexico,enero,2020,14923,1320,12205
Mexico,enero,2020,5379,492,4246
Mexico,febrero,2020,5754,427,4942
Mexico,febrero,2020,17069,3174,13197
Mexico,febrero,2020,7873,365,6577
Mexico,febrero,2020,5619,763,4693
Mexico,febrero,2020,6281,1004,5210
Mexico,febrero,2020,7968,1159,6119
Mexico,febrero,2020,100394,10671,82529
Mexico,febrero,2020,22074,1428,18862
Mexico,febrero,2020,3788,442,2860
Mexico,febrero,2020,6604,459,5392
Mexico,febrero,2020,32376,2177,27230
Mexico,febrero,2020,15033,1676,12513
Mexico,febrero,2020,10549,1641,8138
Mexico,febrero,2020,20794,2508,16388
Mexico,febrero,2020,68844,8131,57266
Mexico,febrero,2020,15416,1227,12862
Mexico,febrero,2020,5277,986,4005
Mexico,febrero,2020,5064,607,4069
Mexico,febrero,2020,29951,2331,24401
Mexico,febrero,2020,13905,1257,12008
Mexico,febrero,2020,27348,3597,22512
Mexico,febrero,2020,6606,754,5110
Mexico,febrero,2020,10461,1407,8400
Mexico,febrero,2020,18514,1211,16089
Mexico,febrero,2020,16385,2831,12856
Mexico,febrero,2020,21713,2665,18243
Mexico,febrero,2020,28626,2610,24803
Mexico,febrero,2020,24870,1829,21880
Mexico,febrero,2020,6533,917,5276
Mexico,febrero,2020,28734,3724,23492
Mexico,febrero,2020,15074,1329,12332
